ID_Vehiculo,Marca,Linea,Modelo,Kilometraje,Estado_Vehiculo,Costo_Adquisicion_COP,Valor_Fasecolda_COP,Dias_en_Inventario,Canal_Asignado,Precio_Reserva_COP,Precio_Final_Venta_COP,Estado_Subasta,ID_Comprador,Tipo_Comprador
SIM-1168,Kia,Picanto,2024,40540,Excelente,41900000.0,53200000.0,60,Subasta Virtual,46300000.0,51700000.0,Vendido,CLI-116,Dealer / Reventa
SIM-1169,Renault,Kwid,2020,73886,Excelente,29200000.0,40300000.0,90,Subasta Virtual,30700000.0,0.0,No Adjudicado,N/A,N/A
SIM-1170,Kia,Sportage,2023,67303,Bueno,89800000.0,119800000.0,30,Subasta Virtual,92300000.0,0.0,No Adjudicado,N/A,N/A
SIM-1171,Chevrolet,Onix,2022,59711,Bueno,39800000.0,54600000.0,15,Concesionario Aliado,42500000.0,44500000.0,Vendido,CLI-142,Dealer / Reventa
SIM-1172,Hyundai,Tucson,2020,148037,Bueno,72800000.0,86100000.0,30,Concesionario Aliado,76200000.0,90300000.0,Vendido,CLI-143,Dealer / Reventa
SIM-1173,Kia,Sportage,2021,110170,Excelente,75700000.0,98200000.0,15,Venta Directa Flotas,81400000.0,97000000.0,Vendido,CLI-121,Dealer / Reventa
SIM-1174,Hyundai,Tucson,2022,98936,Bueno,83300000.0,104200000.0,15,Subasta Virtual,87800000.0,106000000.0,Vendido,CLI-112,Dealer / Reventa
SIM-1175,Kia,Picanto,2018,105239,Bueno,28400000.0,36100000.0,45,Concesionario Aliado,29600000.0,32900000.0,Vendido,CLI-139,Persona Natural
SIM-1176,Chevrolet,Onix,2021,87860,Bueno,46200000.0,54000000.0,15,Subasta Virtual,47600000.0,0.0,No Adjudicado,N/A,N/A
SIM-1177,Toyota,Hilux,2021,112416,Excelente,127800000.0,159400000.0,30,Venta Directa Flotas,132900000.0,135500000.0,Vendido,CLI-104,Persona Natural
SIM-1178,Mazda,Mazda 3,2018,112808,Regular,50400000.0,61100000.0,30,Venta Directa Flotas,55200000.0,61400000.0,Vendido,CLI-156,Empresa Flotilla
SIM-1179,Toyota,Corolla,2020,101010,Bueno,72600000.0,85600000.0,30,Subasta Virtual,77300000.0,79200000.0,Vendido,CLI-108,Dealer / Reventa
SIM-1180,Hyundai,Tucson,2022,81419,Regular,75800000.0,98500000.0,15,Subasta Virtual,80700000.0,82300000.0,Vendido,CLI-116,Persona Natural
SIM-1181,Renault,Duster,2023,59326,Bueno,61200000.0,76400000.0,15,Venta Directa Flotas,67400000.0,79000000.0,Vendido,CLI-146,Dealer / Reventa
SIM-1182,Kia,Picanto,2023,52292,Bueno,43000000.0,49200000.0,180,Venta Directa Flotas,44600000.0,0.0,No Adjudicado,N/A,N/A
SIM-1183,Toyota,Hilux,2019,86672,Excelente,110300000.0,150100000.0,90,Subasta Virtual,123200000.0,129500000.0,Vendido,CLI-138,Empresa Flotilla
SIM-1184,Renault,Duster,2022,81886,Excelente,71200000.0,82400000.0,30,Concesionario Aliado,78900000.0,81900000.0,Vendido,CLI-128,Persona Natural
SIM-1185,Chevrolet,Onix,2019,124981,Bueno,37100000.0,47800000.0,60,Venta Directa Flotas,39100000.0,0.0,No Adjudicado,N/A,N/A
SIM-1186,Nissan,Versa,2021,81131,Excelente,48000000.0,58000000.0,45,Subasta Virtual,53100000.0,62700000.0,Vendido,CLI-123,Dealer / Reventa
SIM-1187,Renault,Duster,2022,59057,Bueno,58900000.0,76600000.0,15,Venta Directa Flotas,65600000.0,0.0,No Adjudicado,N/A,N/A
SIM-1188,Renault,Duster,2018,186919,Excelente,52000000.0,63100000.0,15,Subasta Virtual,55000000.0,58900000.0,Vendido,CLI-135,Dealer / Reventa
SIM-1189,Nissan,Versa,2020,143609,Regular,45300000.0,54000000.0,30,Subasta Virtual,50300000.0,0.0,Retirado,N/A,N/A
SIM-1190,Renault,Kwid,2024,40334,Bueno,41300000.0,51000000.0,45,Subasta Virtual,43000000.0,42800000.0,Vendido,CLI-117,Dealer / Reventa
SIM-1191,Chevrolet,Onix,2021,79320,Bueno,44500000.0,54600000.0,30,Subasta Virtual,49400000.0,0.0,No Adjudicado,N/A,N/A
SIM-1192,Mazda,Mazda 3,2023,45340,Excelente,62600000.0,85500000.0,60,Venta Directa Flotas,70100000.0,0.0,No Adjudicado,N/A,N/A
SIM-1193,Mazda,CX-5,2020,129530,Excelente,79500000.0,99600000.0,45,Concesionario Aliado,81600000.0,0.0,No Adjudicado,N/A,N/A
SIM-1194,Toyota,Hilux,2020,132362,Regular,121500000.0,153900000.0,45,Subasta Virtual,131300000.0,147300000.0,Vendido,CLI-129,Empresa Flotilla
SIM-1195,Toyota,Hilux,2021,91698,Siniestro Parcial,125500000.0,160600000.0,45,Venta Directa Flotas,137300000.0,155400000.0,Vendido,CLI-106,Persona Natural
SIM-1196,Chevrolet,Tracker,2020,82921,Siniestro Parcial,52700000.0,72500000.0,30,Subasta Virtual,56300000.0,63400000.0,Vendido,CLI-145,Empresa Flotilla
SIM-1197,Chevrolet,Onix,2021,74239,Excelente,37500000.0,52000000.0,15,Subasta Virtual,41300000.0,45600000.0,Vendido,CLI-143,Dealer / Reventa
SIM-1198,Kia,Picanto,2020,80879,Bueno,31000000.0,37900000.0,30,Concesionario Aliado,33100000.0,40300000.0,Vendido,CLI-113,Financiera Partner
SIM-1199,Chevrolet,Onix,2020,124333,Bueno,47800000.0,55500000.0,30,Subasta Virtual,52200000.0,0.0,No Adjudicado,N/A,N/A
SIM-1200,Kia,Picanto,2021,63869,Bueno,30700000.0,40300000.0,45,Subasta Virtual,32500000.0,34700000.0,Vendido,CLI-119,Empresa Flotilla
SIM-1201,Toyota,Corolla,2022,66448,Bueno,67300000.0,91800000.0,120,Venta Directa Flotas,71100000.0,69900000.0,Vendido,CLI-118,Dealer / Reventa
SIM-1202,Kia,Picanto,2021,67836,Excelente,38400000.0,46000000.0,120,Subasta Virtual,39700000.0,42900000.0,Vendido,CLI-135,Dealer / Reventa
SIM-1203,Toyota,Hilux,2021,96311,Bueno,117500000.0,158900000.0,30,Venta Directa Flotas,129800000.0,140600000.0,Vendido,CLI-135,Dealer / Reventa
SIM-1204,Kia,Picanto,2020,134273,Regular,33600000.0,42400000.0,90,Concesionario Aliado,35700000.0,40000000.0,Vendido,CLI-158,Dealer / Reventa
SIM-1205,Mazda,Mazda 3,2022,56676,Excelente,68300000.0,87600000.0,30,Concesionario Aliado,72000000.0,71000000.0,Vendido,CLI-118,Empresa Flotilla
SIM-1206,Nissan,Versa,2020,79898,Bueno,49700000.0,61000000.0,90,Concesionario Aliado,53600000.0,53900000.0,Vendido,CLI-149,Dealer / Reventa
SIM-1207,Mazda,CX-5,2019,96356,Excelente,84800000.0,105300000.0,15,Concesionario Aliado,90000000.0,95000000.0,Vendido,CLI-115,Empresa Flotilla
SIM-1208,Kia,Sportage,2024,32163,Bueno,98300000.0,112600000.0,90,Concesionario Aliado,109900000.0,133100000.0,Vendido,CLI-152,Dealer / Reventa
SIM-1209,Mazda,Mazda 3,2021,95210,Regular,61100000.0,75600000.0,60,Subasta Virtual,64200000.0,65900000.0,Vendido,CLI-149,Empresa Flotilla
SIM-1210,Hyundai,Tucson,2019,99037,Siniestro Parcial,70400000.0,87200000.0,45,Subasta Virtual,77600000.0,90600000.0,Vendido,CLI-135,Persona Natural
SIM-1211,Toyota,Corolla,2020,129003,Regular,72400000.0,91200000.0,15,Venta Directa Flotas,80400000.0,90200000.0,Vendido,CLI-134,Persona Natural
SIM-1212,Hyundai,Tucson,2018,102005,Bueno,64100000.0,79400000.0,45,Subasta Virtual,71600000.0,0.0,No Adjudicado,N/A,N/A
SIM-1213,Hyundai,Tucson,2021,84396,Excelente,82500000.0,101300000.0,30,Venta Directa Flotas,87300000.0,95900000.0,Vendido,CLI-150,Persona Natural
SIM-1214,Mazda,CX-5,2024,43877,Siniestro Parcial,109200000.0,128100000.0,45,Subasta Virtual,112600000.0,0.0,No Adjudicado,N/A,N/A
SIM-1215,Chevrolet,Onix,2020,91971,Siniestro Parcial,39500000.0,51300000.0,15,Subasta Virtual,43200000.0,0.0,Retirado,N/A,N/A
SIM-1216,Mazda,Mazda 3,2022,63568,Regular,65000000.0,87600000.0,30,Subasta Virtual,67700000.0,0.0,No Adjudicado,N/A,N/A
SIM-1217,Renault,Duster,2019,84210,Bueno,50400000.0,68600000.0,15,Venta Directa Flotas,51800000.0,62400000.0,Vendido,CLI-109,Persona Natural
SIM-1218,Renault,Kwid,2022,85603,Bueno,33500000.0,42800000.0,30,Subasta Virtual,35200000.0,39800000.0,Vendido,CLI-113,Financiera Partner
SIM-1219,Chevrolet,Tracker,2018,166901,Regular,51700000.0,60200000.0,15,Subasta Virtual,55200000.0,63500000.0,Vendido,CLI-156,Dealer / Reventa
SIM-1220,Hyundai,Tucson,2023,41940,Excelente,82000000.0,106900000.0,30,Venta Directa Flotas,90500000.0,93500000.0,Vendido,CLI-113,Empresa Flotilla
SIM-1221,Mazda,CX-5,2020,128143,Bueno,81500000.0,108600000.0,90,Concesionario Aliado,87700000.0,97000000.0,Vendido,CLI-150,Persona Natural
SIM-1222,Renault,Kwid,2020,81356,Bueno,32400000.0,40000000.0,120,Subasta Virtual,33600000.0,0.0,Retirado,N/A,N/A
SIM-1223,Nissan,Versa,2020,86745,Bueno,42300000.0,57400000.0,60,Venta Directa Flotas,46900000.0,51200000.0,Vendido,CLI-106,Dealer / Reventa
SIM-1224,Kia,Picanto,2018,109512,Regular,31800000.0,37300000.0,45,Venta Directa Flotas,35300000.0,0.0,No Adjudicado,N/A,N/A
SIM-1225,Mazda,Mazda 3,2020,125587,Bueno,59200000.0,80600000.0,30,Venta Directa Flotas,64600000.0,65900000.0,Vendido,CLI-121,Persona Natural
SIM-1226,Mazda,CX-5,2024,42266,Excelente,118100000.0,135400000.0,30,Venta Directa Flotas,128100000.0,136600000.0,Vendido,CLI-148,Dealer / Reventa
SIM-1227,Kia,Picanto,2021,110100,Regular,33400000.0,40700000.0,15,Subasta Virtual,35900000.0,41400000.0,Vendido,CLI-109,Empresa Flotilla
SIM-1228,Nissan,Versa,2022,87209,Bueno,56500000.0,66700000.0,15,Concesionario Aliado,58300000.0,0.0,Retirado,N/A,N/A
SIM-1229,Hyundai,Tucson,2020,141436,Bueno,69400000.0,92300000.0,30,Subasta Virtual,71600000.0,74800000.0,Vendido,CLI-153,Empresa Flotilla
SIM-1230,Mazda,CX-5,2024,48669,Bueno,114200000.0,137000000.0,15,Subasta Virtual,126800000.0,146300000.0,Vendido,CLI-125,Financiera Partner
SIM-1231,Hyundai,Tucson,2020,92845,Excelente,73700000.0,93000000.0,15,Concesionario Aliado,79400000.0,85100000.0,Vendido,CLI-141,Dealer / Reventa
SIM-1232,Mazda,Mazda 3,2020,129644,Bueno,56600000.0,73000000.0,15,Venta Directa Flotas,60900000.0,67700000.0,Vendido,CLI-136,Persona Natural
SIM-1233,Kia,Picanto,2021,78924,Excelente,37300000.0,45700000.0,15,Concesionario Aliado,40700000.0,0.0,No Adjudicado,N/A,N/A
SIM-1234,Hyundai,Tucson,2021,121277,Siniestro Parcial,77600000.0,88900000.0,60,Subasta Virtual,86600000.0,92500000.0,Vendido,CLI-159,Persona Natural
SIM-1235,Toyota,Hilux,2019,136625,Regular,125600000.0,148600000.0,15,Venta Directa Flotas,133000000.0,138600000.0,Vendido,CLI-149,Financiera Partner
SIM-1236,Mazda,Mazda 3,2020,127202,Excelente,64300000.0,74600000.0,15,Subasta Virtual,69600000.0,70500000.0,Vendido,CLI-150,Dealer / Reventa
SIM-1237,Chevrolet,Tracker,2019,90937,Regular,56900000.0,68600000.0,30,Subasta Virtual,61100000.0,60500000.0,Vendido,CLI-130,Persona Natural
SIM-1238,Toyota,Corolla,2019,173288,Regular,64600000.0,75600000.0,60,Subasta Virtual,72100000.0,87100000.0,Vendido,CLI-148,Dealer / Reventa
SIM-1239,Nissan,Versa,2024,35361,Excelente,55400000.0,72800000.0,45,Venta Directa Flotas,61900000.0,72400000.0,Vendido,CLI-159,Dealer / Reventa
SIM-1240,Chevrolet,Onix,2024,43690,Bueno,57100000.0,65200000.0,15,Venta Directa Flotas,59700000.0,68100000.0,Vendido,CLI-159,Financiera Partner
SIM-1241,Chevrolet,Tracker,2022,48470,Regular,58800000.0,81400000.0,30,Subasta Virtual,63700000.0,67300000.0,Vendido,CLI-102,Empresa Flotilla
SIM-1242,Nissan,Versa,2020,141782,Regular,43900000.0,55900000.0,15,Subasta Virtual,49100000.0,0.0,No Adjudicado,N/A,N/A
SIM-1243,Kia,Picanto,2022,87221,Siniestro Parcial,35500000.0,45300000.0,120,Venta Directa Flotas,37500000.0,0.0,No Adjudicado,N/A,N/A
SIM-1244,Renault,Kwid,2021,118645,Siniestro Parcial,36800000.0,43000000.0,90,Subasta Virtual,40600000.0,0.0,No Adjudicado,N/A,N/A
SIM-1245,Chevrolet,Onix,2019,170491,Bueno,41100000.0,53700000.0,45,Venta Directa Flotas,44000000.0,0.0,No Adjudicado,N/A,N/A
SIM-1246,Hyundai,Tucson,2020,103273,Regular,81300000.0,95100000.0,60,Concesionario Aliado,87400000.0,91000000.0,Vendido,CLI-148,Dealer / Reventa
SIM-1247,Toyota,Hilux,2018,126705,Bueno,105600000.0,135700000.0,90,Subasta Virtual,116400000.0,134400000.0,Vendido,CLI-129,Persona Natural
SIM-1248,Kia,Sportage,2023,37770,Regular,90500000.0,113900000.0,30,Subasta Virtual,97300000.0,109100000.0,Vendido,CLI-154,Dealer / Reventa
SIM-1249,Kia,Picanto,2024,31902,Excelente,38200000.0,49700000.0,15,Venta Directa Flotas,42700000.0,48600000.0,Vendido,CLI-147,Dealer / Reventa
SIM-1250,Toyota,Hilux,2021,76432,Excelente,155100000.0,182300000.0,30,Subasta Virtual,173700000.0,179400000.0,Vendido,CLI-122,Dealer / Reventa
SIM-1251,Mazda,CX-5,2019,152598,Excelente,75500000.0,96000000.0,15,Subasta Virtual,79000000.0,86600000.0,Vendido,CLI-117,Empresa Flotilla
SIM-1252,Renault,Kwid,2021,110747,Excelente,33200000.0,41000000.0,60,Concesionario Aliado,35400000.0,36200000.0,Vendido,CLI-139,Empresa Flotilla
SIM-1253,Chevrolet,Onix,2019,115358,Excelente,40800000.0,47700000.0,15,Subasta Virtual,42500000.0,43300000.0,Vendido,CLI-117,Persona Natural
SIM-1254,Hyundai,Tucson,2022,64223,Bueno,81700000.0,101100000.0,30,Subasta Virtual,90700000.0,105900000.0,Vendido,CLI-135,Dealer / Reventa
SIM-1255,Kia,Sportage,2021,96333,Bueno,78100000.0,106200000.0,45,Subasta Virtual,83900000.0,88400000.0,Vendido,CLI-116,Persona Natural
SIM-1256,Renault,Duster,2024,45028,Bueno,70000000.0,81300000.0,45,Subasta Virtual,77100000.0,76900000.0,Vendido,CLI-114,Empresa Flotilla
SIM-1257,Renault,Duster,2023,45652,Excelente,71300000.0,86900000.0,15,Subasta Virtual,75500000.0,81400000.0,Vendido,CLI-106,Dealer / Reventa
SIM-1258,Kia,Picanto,2023,49878,Bueno,38000000.0,50000000.0,15,Venta Directa Flotas,39000000.0,41800000.0,Vendido,CLI-133,Empresa Flotilla
SIM-1259,Mazda,Mazda 3,2022,88833,Siniestro Parcial,67400000.0,79800000.0,45,Subasta Virtual,75100000.0,0.0,No Adjudicado,N/A,N/A
SIM-1260,Kia,Sportage,2019,120727,Bueno,69800000.0,94500000.0,60,Subasta Virtual,73600000.0,76800000.0,Vendido,CLI-110,Empresa Flotilla
SIM-1261,Renault,Duster,2020,147545,Excelente,54000000.0,65500000.0,45,Subasta Virtual,60200000.0,60300000.0,Vendido,CLI-144,Empresa Flotilla
SIM-1262,Renault,Duster,2021,122725,Bueno,50200000.0,69500000.0,30,Venta Directa Flotas,54300000.0,56700000.0,Vendido,CLI-102,Persona Natural
SIM-1263,Chevrolet,Onix,2019,103390,Excelente,41100000.0,50300000.0,120,Venta Directa Flotas,44500000.0,44100000.0,Vendido,CLI-101,Dealer / Reventa
SIM-1264,Renault,Kwid,2024,29732,Bueno,43800000.0,50300000.0,60,Venta Directa Flotas,45600000.0,50100000.0,Vendido,CLI-127,Dealer / Reventa
SIM-1265,Renault,Duster,2023,69591,Bueno,63900000.0,75300000.0,60,Subasta Virtual,71500000.0,79500000.0,Vendido,CLI-141,Dealer / Reventa
SIM-1266,Renault,Kwid,2019,88551,Excelente,34300000.0,40300000.0,120,Subasta Virtual,35000000.0,42000000.0,Vendido,CLI-111,Empresa Flotilla
SIM-1267,Renault,Duster,2019,117870,Regular,52700000.0,64600000.0,30,Subasta Virtual,56400000.0,65900000.0,Vendido,CLI-103,Empresa Flotilla
SIM-1268,Chevrolet,Onix,2020,132117,Excelente,44300000.0,57800000.0,30,Venta Directa Flotas,46700000.0,0.0,Retirado,N/A,N/A
SIM-1269,Mazda,CX-5,2022,80772,Bueno,97100000.0,122500000.0,15,Subasta Virtual,103300000.0,124400000.0,Vendido,CLI-128,Dealer / Reventa
SIM-1270,Mazda,Mazda 3,2022,78692,Bueno,64900000.0,86300000.0,30,Subasta Virtual,67600000.0,77800000.0,Vendido,CLI-138,Empresa Flotilla
SIM-1271,Chevrolet,Onix,2024,44449,Bueno,49000000.0,61000000.0,120,Venta Directa Flotas,54000000.0,63400000.0,Vendido,CLI-101,Dealer / Reventa
SIM-1272,Hyundai,Tucson,2020,129917,Regular,68500000.0,90000000.0,15,Concesionario Aliado,71400000.0,0.0,No Adjudicado,N/A,N/A
SIM-1273,Kia,Sportage,2020,96851,Excelente,68700000.0,90800000.0,120,Concesionario Aliado,72500000.0,84900000.0,Vendido,CLI-123,Persona Natural
SIM-1274,Toyota,Hilux,2021,79236,Bueno,122100000.0,169100000.0,30,Venta Directa Flotas,129200000.0,139900000.0,Vendido,CLI-155,Dealer / Reventa
SIM-1275,Chevrolet,Tracker,2021,95189,Bueno,61900000.0,80700000.0,30,Venta Directa Flotas,68600000.0,77700000.0,Vendido,CLI-151,Dealer / Reventa
SIM-1276,Kia,Picanto,2019,106179,Bueno,27300000.0,36600000.0,30,Venta Directa Flotas,29400000.0,0.0,No Adjudicado,N/A,N/A
SIM-1277,Chevrolet,Onix,2020,126767,Bueno,44800000.0,53900000.0,15,Subasta Virtual,49600000.0,54900000.0,Vendido,CLI-113,Empresa Flotilla
SIM-1278,Mazda,CX-5,2019,146978,Bueno,70800000.0,95300000.0,15,Concesionario Aliado,73700000.0,79600000.0,Vendido,CLI-149,Empresa Flotilla
SIM-1279,Nissan,Versa,2018,161356,Excelente,41500000.0,51200000.0,45,Subasta Virtual,45300000.0,53500000.0,Vendido,CLI-157,Persona Natural
SIM-1280,Kia,Picanto,2021,89334,Regular,35800000.0,42300000.0,15,Concesionario Aliado,38200000.0,41000000.0,Vendido,CLI-140,Dealer / Reventa
SIM-1281,Chevrolet,Tracker,2018,152343,Excelente,53400000.0,68200000.0,150,Venta Directa Flotas,54900000.0,64400000.0,Vendido,CLI-115,Dealer / Reventa
SIM-1282,Nissan,Versa,2018,171840,Bueno,37300000.0,51000000.0,45,Subasta Virtual,39400000.0,41900000.0,Vendido,CLI-132,Dealer / Reventa
SIM-1283,Nissan,Versa,2023,60647,Excelente,56400000.0,72300000.0,15,Subasta Virtual,60800000.0,67600000.0,Vendido,CLI-148,Persona Natural
SIM-1284,Toyota,Hilux,2022,58776,Bueno,138600000.0,191900000.0,60,Venta Directa Flotas,146200000.0,148800000.0,Vendido,CLI-116,Persona Natural
SIM-1285,Renault,Duster,2020,114248,Bueno,60600000.0,70800000.0,60,Subasta Virtual,66100000.0,74100000.0,Vendido,CLI-157,Dealer / Reventa
SIM-1286,Nissan,Versa,2023,65084,Bueno,60700000.0,72600000.0,45,Subasta Virtual,64600000.0,78200000.0,Vendido,CLI-149,Dealer / Reventa
SIM-1287,Mazda,Mazda 3,2021,74627,Regular,68700000.0,81800000.0,45,Subasta Virtual,72000000.0,84800000.0,Vendido,CLI-110,Empresa Flotilla
SIM-1288,Renault,Kwid,2021,110288,Excelente,39700000.0,46900000.0,60,Subasta Virtual,42300000.0,45700000.0,Vendido,CLI-132,Dealer / Reventa
SIM-1289,Mazda,CX-5,2021,87884,Bueno,99000000.0,117100000.0,15,Venta Directa Flotas,105300000.0,105600000.0,Vendido,CLI-108,Dealer / Reventa
SIM-1290,Mazda,Mazda 3,2022,94960,Regular,77900000.0,91400000.0,120,Venta Directa Flotas,79500000.0,88800000.0,Vendido,CLI-116,Dealer / Reventa
SIM-1291,Chevrolet,Onix,2024,34556,Excelente,59100000.0,69100000.0,15,Subasta Virtual,60400000.0,72500000.0,Vendido,CLI-149,Persona Natural
SIM-1292,Toyota,Hilux,2023,60359,Bueno,162800000.0,200900000.0,90,Venta Directa Flotas,182200000.0,0.0,No Adjudicado,N/A,N/A
SIM-1293,Kia,Sportage,2019,163025,Bueno,72200000.0,89000000.0,30,Venta Directa Flotas,78200000.0,85000000.0,Vendido,CLI-150,Empresa Flotilla
SIM-1294,Chevrolet,Onix,2021,121698,Bueno,48400000.0,60400000.0,90,Concesionario Aliado,49900000.0,0.0,No Adjudicado,N/A,N/A
SIM-1295,Toyota,Hilux,2022,62314,Bueno,156600000.0,190100000.0,15,Venta Directa Flotas,162500000.0,177000000.0,Vendido,CLI-147,Empresa Flotilla
SIM-1296,Chevrolet,Tracker,2018,168762,Regular,54900000.0,67200000.0,90,Concesionario Aliado,58900000.0,63400000.0,Vendido,CLI-113,Empresa Flotilla
SIM-1297,Chevrolet,Onix,2020,118241,Excelente,46500000.0,57200000.0,30,Subasta Virtual,49400000.0,55600000.0,Vendido,CLI-152,Dealer / Reventa
SIM-1298,Nissan,Versa,2019,101895,Excelente,50000000.0,58000000.0,60,Concesionario Aliado,56000000.0,66900000.0,Vendido,CLI-147,Empresa Flotilla
SIM-1299,Kia,Picanto,2021,81793,Siniestro Parcial,33400000.0,45800000.0,15,Concesionario Aliado,36900000.0,0.0,No Adjudicado,N/A,N/A
SIM-1300,Nissan,Versa,2022,72697,Regular,48000000.0,64300000.0,15,Subasta Virtual,51100000.0,62200000.0,Vendido,CLI-157,Financiera Partner
SIM-1301,Toyota,Corolla,2018,161580,Excelente,53900000.0,71500000.0,15,Concesionario Aliado,56900000.0,59900000.0,Vendido,CLI-136,Dealer / Reventa
SIM-1302,Mazda,Mazda 3,2023,74482,Excelente,68800000.0,94000000.0,30,Concesionario Aliado,75000000.0,76300000.0,Vendido,CLI-138,Persona Natural
SIM-1303,Toyota,Corolla,2021,65347,Bueno,71400000.0,89500000.0,30,Concesionario Aliado,73200000.0,79800000.0,Vendido,CLI-113,Dealer / Reventa
SIM-1304,Chevrolet,Tracker,2022,64321,Regular,72900000.0,85000000.0,45,Concesionario Aliado,80800000.0,83000000.0,Vendido,CLI-118,Empresa Flotilla
SIM-1305,Kia,Picanto,2021,83491,Bueno,37000000.0,43300000.0,90,Subasta Virtual,39400000.0,0.0,No Adjudicado,N/A,N/A
SIM-1306,Chevrolet,Onix,2023,56002,Bueno,52100000.0,62200000.0,90,Concesionario Aliado,58000000.0,0.0,No Adjudicado,N/A,N/A
SIM-1307,Mazda,Mazda 3,2023,55139,Regular,73000000.0,85200000.0,30,Venta Directa Flotas,78700000.0,84100000.0,Vendido,CLI-106,Dealer / Reventa
SIM-1308,Renault,Duster,2024,42966,Bueno,70000000.0,90400000.0,45,Concesionario Aliado,71600000.0,79100000.0,Vendido,CLI-120,Dealer / Reventa
SIM-1309,Mazda,Mazda 3,2022,50782,Excelente,70800000.0,86700000.0,30,Subasta Virtual,76100000.0,79900000.0,Vendido,CLI-108,Financiera Partner
SIM-1310,Toyota,Hilux,2020,142857,Bueno,114600000.0,151200000.0,30,Venta Directa Flotas,118700000.0,128600000.0,Vendido,CLI-117,Persona Natural
SIM-1311,Chevrolet,Tracker,2020,74376,Bueno,57300000.0,76700000.0,15,Subasta Virtual,62000000.0,0.0,No Adjudicado,N/A,N/A
SIM-1312,Mazda,CX-5,2018,141570,Excelente,68400000.0,84600000.0,90,Subasta Virtual,72800000.0,72200000.0,Vendido,CLI-133,Persona Natural
SIM-1313,Kia,Picanto,2021,84683,Bueno,31300000.0,41900000.0,60,Venta Directa Flotas,32300000.0,0.0,No Adjudicado,N/A,N/A
SIM-1314,Mazda,CX-5,2021,64300,Regular,92500000.0,118300000.0,15,Subasta Virtual,101500000.0,107900000.0,Vendido,CLI-149,Dealer / Reventa
SIM-1315,Chevrolet,Tracker,2022,79796,Bueno,66400000.0,87100000.0,45,Concesionario Aliado,74000000.0,0.0,No Adjudicado,N/A,N/A
SIM-1316,Kia,Sportage,2024,41630,Bueno,92700000.0,116900000.0,45,Subasta Virtual,101900000.0,103300000.0,Vendido,CLI-156,Dealer / Reventa
SIM-1317,Chevrolet,Onix,2018,198423,Bueno,41600000.0,51600000.0,120,Subasta Virtual,43100000.0,49600000.0,Vendido,CLI-131,Dealer / Reventa
SIM-1318,Kia,Picanto,2024,25562,Bueno,35600000.0,49400000.0,120,Subasta Virtual,36900000.0,37200000.0,Vendido,CLI-127,Dealer / Reventa
SIM-1319,Renault,Duster,2019,120618,Regular,51200000.0,65200000.0,90,Concesionario Aliado,53800000.0,56200000.0,Vendido,CLI-125,Persona Natural
SIM-1320,Renault,Duster,2020,81351,Bueno,57200000.0,67100000.0,60,Subasta Virtual,61200000.0,68700000.0,Vendido,CLI-146,Empresa Flotilla
SIM-1321,Toyota,Corolla,2019,115300,Bueno,70900000.0,82000000.0,60,Concesionario Aliado,78100000.0,88900000.0,Vendido,CLI-103,Dealer / Reventa
SIM-1322,Kia,Sportage,2020,134476,Bueno,74100000.0,86900000.0,15,Subasta Virtual,76500000.0,0.0,No Adjudicado,N/A,N/A
SIM-1323,Kia,Picanto,2023,60060,Excelente,42800000.0,51400000.0,90,Concesionario Aliado,47000000.0,0.0,No Adjudicado,N/A,N/A
SIM-1324,Mazda,Mazda 3,2020,132999,Excelente,56900000.0,78500000.0,15,Subasta Virtual,58200000.0,60100000.0,Vendido,CLI-137,Empresa Flotilla
SIM-1325,Chevrolet,Onix,2019,151811,Regular,45100000.0,52200000.0,15,Venta Directa Flotas,46700000.0,52000000.0,Vendido,CLI-113,Dealer / Reventa
SIM-1326,Chevrolet,Onix,2020,86248,Bueno,46300000.0,57100000.0,15,Venta Directa Flotas,50800000.0,52300000.0,Vendido,CLI-106,Empresa Flotilla
SIM-1327,Kia,Sportage,2022,72731,Excelente,78100000.0,107700000.0,30,Venta Directa Flotas,87200000.0,100400000.0,Vendido,CLI-113,Dealer / Reventa
SIM-1328,Hyundai,Tucson,2019,144221,Bueno,73400000.0,84400000.0,15,Venta Directa Flotas,77800000.0,0.0,Retirado,N/A,N/A
SIM-1329,Chevrolet,Onix,2023,65251,Bueno,52800000.0,66700000.0,45,Subasta Virtual,55000000.0,61200000.0,Vendido,CLI-116,Persona Natural
SIM-1330,Renault,Kwid,2020,115449,Bueno,33700000.0,39200000.0,15,Venta Directa Flotas,37600000.0,44800000.0,Vendido,CLI-156,Empresa Flotilla
SIM-1331,Toyota,Hilux,2021,108905,Bueno,137300000.0,175000000.0,45,Subasta Virtual,150100000.0,0.0,No Adjudicado,N/A,N/A
SIM-1332,Mazda,CX-5,2018,107191,Bueno,74200000.0,97900000.0,60,Subasta Virtual,77500000.0,81100000.0,Vendido,CLI-110,Empresa Flotilla
SIM-1333,Toyota,Corolla,2018,197748,Bueno,52600000.0,73000000.0,150,Venta Directa Flotas,55500000.0,65100000.0,Vendido,CLI-122,Dealer / Reventa
SIM-1334,Mazda,Mazda 3,2022,49340,Bueno,71900000.0,81800000.0,45,Venta Directa Flotas,74200000.0,0.0,No Adjudicado,N/A,N/A
